Amount.Requested,Loan.Amount,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Score,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.,Employment.Length,Intercept
94440,30000,24,60,debt_consolidation,0.14,WI,RENT,6928.13,660,6,28665,1,10+ years,1
46421,13475,12,36,credit_card,0.19,MA,MORTGAGE,2250,715,3,11674,0,< 1 year,1
90531,10000,19,36,other,0.18,SC,MORTGAGE,3750,675,10,7034,1,6 years,1
51302,12000,7,36,credit_card,0.09,CA,MORTGAGE,5833.33,740,9,12028,0,8 years,1
28257,6000,17,60,debt_consolidation,0.18,CA,RENT,3083,695,3,1181,0,3 years,1
104101,9500,7,36,credit_card,0.14,NH,MORTGAGE,7500,725,13,100233,0,10+ years,1
12958,12000,10,60,credit_card,0.17,FL,MORTGAGE,3791.67,780,10,59495,1,10+ years,1
49872,5000,9,36,credit_card,0.16,PA,MORTGAGE,6666.67,705,10,12307,0,7 years,1
26290,3600,9,36,debt_consolidation,0.03,NV,RENT,1558.33,745,4,1594,0,3 years,1
43703,27000,14,60,home_improvement,0.18,FL,OWN,4833.33,735,18,12588,1,7 years,1
32985,10000,14,36,debt_consolidation,0.11,IL,RENT,7500,665,6,7778,0,7 years,1
80200,5450,13,36,medical,0.26,AL,RENT,3500,670,9,7619,0,1 year,1
22130,16000,15,60,debt_consolidation,0.15,KY,MORTGAGE,3006.44,700,10,11011,0,10+ years,1
74163,9750,17,36,debt_consolidation,0.22,FL,RENT,2817.5,670,12,6324,1,1 year,1
35740,30000,8,36,major_purchase,0.01,NY,OWN,10416.67,785,6,740,0,5 years,1
74713,14000,12,36,other,0.03,NY,MORTGAGE,6250,705,14,7085,1,10+ years,1
52405,8500,7,36,debt_consolidation,0.05,CA,MORTGAGE,4166.67,740,8,7114,0,10+ years,1
54513,14400,8,36,wedding,0.18,FL,RENT,13100,745,11,14550,0,4 years,1
10293,8000,7,36,debt_consolidation,0.02,CA,RENT,3750,765,6,3381,0,< 1 year,1
66880,12000,13,36,debt_consolidation,0.06,NY,RENT,13166.67,680,8,8426,0,5 years,1
96709,10400,13,36,debt_consolidation,0.08,NY,OWN,6166.67,695,10,14193,0,7 years,1
84273,21000,19,60,home_improvement,0.11,NY,MORTGAGE,10250,695,12,38820,0,10+ years,1
6120,6000,12,36,debt_consolidation,0.03,CA,RENT,6333.33,705,13,7269,0,4 years,1
48166,10800,14,60,car,0.01,IL,RENT,7500,730,4,1577,0,< 1 year,1
67265,2100,14,36,major_purchase,0.04,LA,OWN,1000,690,13,893,1,< 1 year,1
41102,4000,6,36,other,0.15,FL,MORTGAGE,6583.33,770,6,63294,0,10+ years,1
47422,3500,8,36,debt_consolidation,0.21,CA,RENT,4333.33,725,9,11538,0,6 years,1
6039,24250,13,36,home_improvement,0.13,NY,OWN,18750,725,10,121563,1,10+ years,1
62856,19000,14,60,credit_card,0.16,IL,MORTGAGE,5000,715,8,20918,0,10+ years,1
7020,10500,15,36,credit_card,0.14,NY,RENT,3083.33,670,8,14726,0,10+ years,1
92641,2500,18,36,debt_consolidation,0.22,PA,MORTGAGE,3916.67,670,7,14892,2,6 years,1
7953,16000,15,36,debt_consolidation,0.09,CA,RENT,5416.67,690,9,15518,0,10+ years,1
101568,3000,14,36,debt_consolidation,0.19,FL,RENT,1000,665,12,2545,4,< 1 year,1
27693,10000,5,36,credit_card,0.1,GA,MORTGAGE,7500,780,11,11532,0,9 years,1
70029,7100,14,36,credit_card,0.19,OH,RENT,4166.67,685,13,6788,2,2 years,1
3492,12500,9,36,home_improvement,0.12,TX,MORTGAGE,4166.67,780,7,1052,0,2 years,1
45115,1700,14,36,car,0.21,NY,OWN,1200,675,10,7382,0,4 years,1
96928,4000,11,36,debt_consolidation,0.12,WA,MORTGAGE,6666.67,670,7,7153,0,5 years,1
51257,18225,18,36,debt_consolidation,0.23,VA,RENT,3083.33,675,6,17128,1,3 years,1
92820,30000,16,60,major_purchase,0.2,NY,RENT,13666.67,735,14,39059,1,1 year,1
17826,10000,7,36,home_improvement,0.17,FL,RENT,6916.67,730,6,10302,0,3 years,1
66186,6000,8,36,credit_card,0.03,GA,RENT,7500,720,5,6394,0,2 years,1
73450,6000,12,36,major_purchase,0.07,PA,MORTGAGE,5000,675,6,14045,0,2 years,1
96780,6000,16,36,debt_consolidation,0.2,WA,OWN,1666.67,675,7,5291,0,< 1 year,1
62089,7000,18,36,debt_consolidation,0.18,WV,RENT,4750,665,11,12307,1,< 1 year,1
60963,10000,15,36,credit_card,0.1,TX,OWN,4166.67,670,11,11551,0,4 years,1
8291,3250,13,36,debt_consolidation,0.21,FL,MORTGAGE,5000,675,12,20564,0,3 years,1
100221,30000,20,60,debt_consolidation,0.22,CT,RENT,10416.67,685,11,61661,1,7 years,1
22790,21000,11,36,small_business,0.17,NY,MORTGAGE,18750,700,13,120538,0,10+ years,1
93403,11000,8,36,debt_consolidation,0.12,NY,OWN,7666.67,735,6,12461,1,7 years,1
7687,5500,7,36,credit_card,0.2,MO,MORTGAGE,3916.67,750,15,10254,1,< 1 year,1
59279,15000,8,36,debt_consolidation,0.06,MO,RENT,2916.67,770,13,14290,1,9 years,1
32146,20000,20,60,debt_consolidation,0.17,CA,MORTGAGE,7916.67,670,17,39621,1,6 years,1
311,7200,8,36,debt_consolidation,0.17,MA,MORTGAGE,5100,760,4,9366,4,10+ years,1
38432,4000,19,60,debt_consolidation,0.19,MN,RENT,4000,675,9,16543,2,6 years,1
59266,20000,9,36,debt_consolidation,0.11,MD,MORTGAGE,7083.33,730,13,28324,2,10+ years,1
75012,15000,12,36,credit_card,0.19,NJ,RENT,5000,705,18,13830,0,10+ years,1
4502,8000,12,36,credit_card,0.08,FL,RENT,5417,730,5,43799,2,1 year,1
21574,15000,20,60,credit_card,0.17,TX,MORTGAGE,5833.33,660,14,8587,2,3 years,1
93066,8000,11,36,debt_consolidation,0.12,CA,RENT,7000,685,7,4729,1,3 years,1
100114,20675,14,36,credit_card,0.23,NM,MORTGAGE,4333.33,710,12,8393,1,10+ years,1
92036,30000,15,60,credit_card,0.17,MN,MORTGAGE,8500,695,10,33770,0,6 years,1
21190,12000,8,36,debt_consolidation,0.13,NY,MORTGAGE,5416.67,740,8,9993,2,3 years,1
30864,5000,10,36,wedding,0.21,VA,RENT,5316.67,695,7,23818,0,7 years,1
68722,4750,9,36,home_improvement,0.01,PA,OWN,2833.33,760,2,767,0,9 years,1
57199,6500,12,36,credit_card,0.25,TX,OWN,3500,680,7,6948,0,1 year,1
30560,21600,11,36,major_purchase,0.09,CA,MORTGAGE,9000,720,16,43362,0,10+ years,1
3656,1900,13,36,home_improvement,0.23,UT,MORTGAGE,2860,670,9,24209,2,< 1 year,1
45245,6000,8,36,house,0.07,NY,RENT,10416.67,710,9,20592,0,10+ years,1
45994,8500,8,36,credit_card,0.14,FL,RENT,4333.33,720,11,15284,0,4 years,1
60625,9250,12,36,debt_consolidation,0.29,TX,MORTGAGE,3333.33,685,10,5440,0,10+ years,1
33630,1875,13,36,credit_card,0.19,NY,RENT,1200,675,8,5342,2,1 year,1
102314,2500,13,36,educational,0.04,MD,MORTGAGE,1930.75,675,4,1548,3,2 years,1
2386,10000,13,36,car,0.06,TX,RENT,4583,690,6,2432,1,4 years,1
30138,25000,15,60,debt_consolidation,0.18,KS,MORTGAGE,8917,730,10,22566,1,10+ years,1
28764,5000,14,60,debt_consolidation,0.11,NC,MORTGAGE,3083,710,5,1073,2,2 years,1
12007,6000,14,60,major_purchase,0.21,CA,MORTGAGE,2700,695,10,10932,2,2 years,1
9061,10000,14,36,debt_consolidation,0.12,NJ,RENT,2541.67,680,4,13667,0,8 years,1
79907,5375,7,36,debt_consolidation,0.21,NV,RENT,3000,730,7,5640,0,3 years,1
17217,19000,16,60,debt_consolidation,0.22,NY,RENT,4333.33,700,5,23016,1,2 years,1
3893,5500,12,36,credit_card,0.18,MA,RENT,3583.33,695,8,5668,3,1 year,1
52929,10000,11,36,debt_consolidation,0.18,CA,RENT,5833.33,700,10,16894,0,4 years,1
10205,8800,13,60,major_purchase,0.03,AZ,MORTGAGE,2500,740,3,607,0,2 years,1
13809,9500,16,60,credit_card,0.25,CA,RENT,6000,705,6,14621,2,10+ years,1
16035,12000,6,36,debt_consolidation,0.09,VA,MORTGAGE,6700,765,20,11686,0,5 years,1
43936,16500,12,36,credit_card,0.11,CT,MORTGAGE,7250,725,8,17247,2,10+ years,1
36217,25000,12,60,debt_consolidation,0.13,IL,MORTGAGE,6250,755,5,18591,0,10+ years,1
91571,24000,12,36,debt_consolidation,0.16,NJ,RENT,4500,700,8,29098,1,10+ years,1
16414,7000,10,36,major_purchase,0.14,CA,RENT,5000,690,5,1364,2,10+ years,1
37386,1200,18,36,other,0.24,OH,RENT,1700,660,2,0,3,4 years,1
96208,24175,13,36,home_improvement,0.08,GA,RENT,6250,710,8,4681,1,10+ years,1
52255,2800,8,36,credit_card,0.17,MA,RENT,3583.33,720,12,5182,0,2 years,1
33923,4000,12,60,car,0.13,PA,RENT,3500,705,6,5915,0,3 years,1
93139,10000,12,36,debt_consolidation,0.11,CT,MORTGAGE,7500,665,6,24924,0,10+ years,1
60943,7125,10,36,debt_consolidation,0.05,MA,RENT,2946.67,710,6,5015,1,6 years,1
797,10000,8,36,other,0.06,FL,MORTGAGE,6666.67,750,10,3248,0,< 1 year,1
98156,10000,13,36,credit_card,0.05,CA,RENT,6250,695,5,9620,1,2 years,1
61906,4400,15,36,debt_consolidation,0.22,NC,RENT,4625,670,8,5707,1,6 years,1
85861,10000,12,36,debt_consolidation,0.12,CA,RENT,4166.67,710,7,9817,1,4 years,1
98601,9450,12,36,credit_card,0.34,FL,RENT,2750,700,17,14246,0,6 years,1
58433,3500,8,36,other,0.02,IL,MORTGAGE,7500,765,4,6944,0,9 years,1
40639,24000,13,60,home_improvement,0.22,FL,MORTGAGE,10000,725,17,42996,0,5 years,1
31995,11750,11,36,debt_consolidation,0.1,NC,RENT,4583.33,700,6,5613,0,3 years,1
60151,30000,10,36,home_improvement,0.02,NY,MORTGAGE,9583.33,765,7,4454,3,10+ years,1
60695,12000,19,36,debt_consolidation,0.27,GA,MORTGAGE,13333.33,665,18,62069,0,5 years,1
88646,13000,14,36,debt_consolidation,0.18,PA,MORTGAGE,7916.67,695,14,10723,3,8 years,1
103384,5000,13,36,educational,0.11,FL,RENT,3800,710,4,1575,4,3 years,1
87526,15000,14,36,debt_consolidation,0.16,CA,RENT,9166.67,700,15,24563,1,< 1 year,1
20799,16000,13,60,major_purchase,0.07,CA,MORTGAGE,5000,745,10,1132,2,< 1 year,1
24675,12000,15,60,home_improvement,0.14,NV,MORTGAGE,7083.33,705,7,3923,2,7 years,1
85918,10050,14,36,debt_consolidation,0.08,NV,OTHER,7266.67,675,8,24281,0,2 years,1
25786,35000,15,60,major_purchase,0.23,IL,MORTGAGE,10000,760,13,13651,1,10+ years,1
76078,30000,23,60,debt_consolidation,0.31,HI,RENT,7500,685,12,29756,0,10+ years,1
6363,24250,12,36,debt_consolidation,0.22,NY,OWN,5000,740,15,100842,1,< 1 year,1
40971,16000,6,36,credit_card,0.06,NJ,RENT,12916.67,790,8,26635,1,10+ years,1
3755,9000,15,36,debt_consolidation,0.24,CA,RENT,5166.67,675,7,15149,1,1 year,1
12350,17000,11,60,car,0.18,MD,MORTGAGE,8500,750,9,10324,3,5 years,1
17,5400,8,36,educational,0.03,GA,RENT,666.67,760,4,1321,0,< 1 year,1
79041,12000,12,36,debt_consolidation,0.27,CA,RENT,3833.33,690,15,6038,0,4 years,1
57986,2000,17,36,debt_consolidation,0.09,CA,RENT,1666.67,670,5,4595,2,n/a,1
40027,24000,13,36,other,0.2,MN,RENT,4583.33,710,5,21377,0,5 years,1
80804,16800,22,60,debt_consolidation,0.14,OH,MORTGAGE,4000,660,12,12179,1,10+ years,1
62160,3000,17,36,credit_card,0.23,NY,RENT,2750,660,9,7648,3,4 years,1
39128,3500,13,36,major_purchase,0.05,NC,MORTGAGE,7083,665,6,11616,0,10+ years,1
22200,4000,8,36,home_improvement,0.21,NY,MORTGAGE,3600,725,4,594,0,10+ years,1
68824,16000,16,36,debt_consolidation,0.33,OH,OWN,3333.33,695,10,24134,1,2 years,1
21164,8800,18,60,debt_consolidation,0.14,KY,RENT,2916.67,685,5,7794,2,2 years,1
67672,19725,8,36,debt_consolidation,0.06,CA,MORTGAGE,6916.67,755,9,16173,3,7 years,1
42953,19750,16,36,debt_consolidation,0.24,VA,MORTGAGE,5166.67,680,12,33368,2,10+ years,1
18017,19750,21,60,debt_consolidation,0.15,KS,RENT,4000,670,4,1948,1,3 years,1
17955,10000,16,36,home_improvement,0.02,MA,MORTGAGE,10000,695,3,5624,0,10+ years,1
1034,5000,9,36,debt_consolidation,0.02,NJ,RENT,2600,730,13,814,0,8 years,1
62763,9600,7,36,debt_consolidation,0.04,SC,RENT,4333.33,760,7,1039,1,3 years,1
65518,30000,21,60,debt_consolidation,0.15,NJ,MORTGAGE,12500,705,12,24124,2,10+ years,1
39131,7000,12,36,credit_card,0.15,CA,RENT,7083.33,685,15,16049,2,10+ years,1
54010,8400,11,36,debt_consolidation,0.08,LA,RENT,2083.33,720,7,4282,1,9 years,1
66459,5600,14,36,debt_consolidation,0.25,OH,RENT,3333.33,675,8,17471,1,4 years,1
9839,20000,8,60,car,0.13,GA,MORTGAGE,19583,790,9,5213,0,4 years,1
56271,15000,12,36,vacation,0.03,NY,RENT,3166.67,720,5,3338,0,3 years,1
13609,17500,13,60,debt_consolidation,0.23,MD,RENT,3500,735,6,17734,0,< 1 year,1
51025,32400,12,60,home_improvement,0.01,CA,MORTGAGE,8750,790,4,7,0,5 years,1
80125,12000,12,36,debt_consolidation,0.11,NJ,RENT,7083.33,685,11,20601,0,4 years,1
104069,10000,14,36,other,0.16,TX,RENT,2250,680,3,13398,4,10+ years,1
9162,12300,8,36,debt_consolidation,0.22,OH,MORTGAGE,4738.67,745,18,10666,2,5 years,1
93455,15000,11,36,credit_card,0.16,GA,MORTGAGE,8750,690,9,15207,0,10+ years,1
102308,5000,12,36,debt_consolidation,0.21,IL,RENT,2500,685,14,14536,4,3 years,1
86201,20000,13,36,credit_card,0.15,NY,RENT,14166.67,695,17,34115,0,3 years,1
72515,21725,16,36,credit_card,0.29,FL,MORTGAGE,9166.67,695,15,68397,2,10+ years,1
23214,5000,10,60,car,0.09,FL,RENT,4000,735,6,3448,0,< 1 year,1
86134,10300,9,36,debt_consolidation,0.33,GA,MORTGAGE,2583.33,715,19,12475,0,7 years,1
70024,14400,20,36,debt_consolidation,0.19,MO,MORTGAGE,4166.67,660,7,10042,3,9 years,1
31014,15000,16,36,credit_card,0.15,MA,RENT,6294.25,680,11,20270,1,3 years,1
89438,35000,20,60,credit_card,0.22,IL,MORTGAGE,13333.33,690,12,46937,0,3 years,1
80444,7000,16,36,debt_consolidation,0.12,FL,MORTGAGE,3166.67,675,11,6658,2,3 years,1
34262,12500,16,60,debt_consolidation,0.14,PA,RENT,5300,695,7,11439,3,5 years,1
79308,18000,12,36,debt_consolidation,0.1,CA,RENT,6666.67,705,13,17773,0,7 years,1
3162,6000,12,36,debt_consolidation,0.1,CA,RENT,4166.67,695,13,15377,1,10+ years,1
42828,16000,9,36,credit_card,0.15,CA,RENT,5750,725,7,14431,0,6 years,1
72220,35000,23,60,debt_consolidation,0.16,OR,MORTGAGE,8333.33,675,8,11229,1,10+ years,1
51394,10000,7,36,home_improvement,0.03,NY,RENT,13166.67,735,13,5643,0,2 years,1
69651,21000,25,60,credit_card,0.26,AK,RENT,9166.67,675,25,17811,1,5 years,1
54274,8000,12,36,home_improvement,0.08,NJ,MORTGAGE,4166.67,705,6,7419,1,n/a,1
37228,33600,20,60,debt_consolidation,0.14,GA,MORTGAGE,20000,695,12,17285,0,2 years,1
2178,11050,15,36,debt_consolidation,0.15,CA,RENT,5250,675,12,27780,1,< 1 year,1
76450,16000,15,36,debt_consolidation,0.19,CA,MORTGAGE,7666.67,695,16,43692,1,10+ years,1
37585,15000,15,60,credit_card,0.17,NJ,RENT,4583.33,730,4,13115,1,8 years,1
73523,12000,14,36,debt_consolidation,0.14,CA,MORTGAGE,8000,685,13,12968,1,3 years,1
103275,4000,15,36,house,0.05,PA,RENT,1700,670,4,2381,5,< 1 year,1
45094,12000,18,36,other,0.2,CA,RENT,5129,660,8,8923,0,5 years,1
18688,12000,10,36,debt_consolidation,0.12,PA,MORTGAGE,10333.33,690,16,8987,0,5 years,1
27095,7500,5,36,home_improvement,0.22,OH,MORTGAGE,2583.33,785,11,2160,0,10+ years,1
14887,24000,8,36,credit_card,0.14,AZ,MORTGAGE,11666.67,785,10,33122,0,4 years,1
74945,16000,15,36,debt_consolidation,0.2,MA,RENT,6000,690,11,10915,1,7 years,1
48854,12200,21,60,credit_card,0.09,AK,RENT,6666.67,695,9,17282,0,10+ years,1
82729,12000,10,36,debt_consolidation,0.12,CA,RENT,8054.5,710,13,14986,0,10+ years,1
89068,12000,15,36,debt_consolidation,0.26,MA,OWN,3333.33,665,9,10310,0,n/a,1
31343,9800,6,36,debt_consolidation,0.14,AL,MORTGAGE,6666.67,765,5,11466,0,3 years,1
11258,7000,15,36,debt_consolidation,0.11,WI,MORTGAGE,6833,670,11,5537,1,7 years,1
32181,10000,12,36,moving,0.02,CA,RENT,5500,720,3,5623,0,4 years,1
62270,10000,13,36,credit_card,0.19,UT,MORTGAGE,4958.33,710,9,24598,1,2 years,1
29653,17000,12,60,debt_consolidation,0.13,NC,MORTGAGE,4666.67,745,17,11677,2,10+ years,1
57430,18000,19,60,debt_consolidation,0.16,AZ,MORTGAGE,4666.67,675,14,14878,3,10+ years,1
840,15600,12,36,debt_consolidation,0.07,CA,MORTGAGE,15000,680,14,20237,3,2 years,1
1439,16750,12,36,credit_card,0.25,FL,RENT,3750,720,6,28116,1,10+ years,1
74632,7200,12,36,debt_consolidation,0.19,CA,OWN,3208.33,680,8,9849,0,1 year,1
30753,1500,13,36,other,0.21,MO,MORTGAGE,5000,690,15,38176,1,4 years,1
79198,13600,12,36,credit_card,0.21,WA,MORTGAGE,5416.67,685,15,17117,0,10+ years,1
48489,30000,24,60,debt_consolidation,0.11,CA,RENT,11250,670,12,41592,0,6 years,1
98141,10000,18,36,debt_consolidation,0.26,CO,RENT,2500,680,6,17543,1,7 years,1
103353,10000,10,36,debt_consolidation,0.14,NJ,MORTGAGE,5916.67,730,8,6639,4,1 year,1
37906,10000,12,36,debt_consolidation,0.06,KS,MORTGAGE,3746.58,695,5,9005,0,2 years,1
3178,7000,13,36,car,0.22,CA,MORTGAGE,3041.67,700,13,15394,1,< 1 year,1
33208,4700,8,36,renewable_energy,0.11,OR,RENT,3416.67,760,3,2297,0,10+ years,1
32809,21200,10,36,debt_consolidation,0.25,TX,MORTGAGE,7916.67,720,18,7252,0,1 year,1
80071,15000,19,36,debt_consolidation,0.14,CA,RENT,5000,665,12,10679,1,< 1 year,1
22637,2800,14,36,debt_consolidation,0,MD,MORTGAGE,3458,680,3,0,2,10+ years,1
103450,15000,13,36,wedding,0.14,MI,MORTGAGE,4166.67,700,11,8014,4,2 years,1
91807,24925,11,60,debt_consolidation,0.25,IN,MORTGAGE,6250,735,20,19245,0,4 years,1
34367,15000,12,36,debt_consolidation,0.21,NY,OWN,5416.67,705,20,25464,0,4 years,1
33046,9100,6,36,house,0.15,PA,MORTGAGE,3500,780,18,4315,1,10+ years,1
79981,12000,12,36,credit_card,0.23,NY,RENT,5416.67,690,7,13234,0,4 years,1
63703,16250,23,60,other,0.12,CA,OWN,4300,660,10,16444,0,n/a,1
86783,25000,18,60,debt_consolidation,0.1,CA,RENT,7666.67,715,12,14631,2,3 years,1
90684,30000,15,36,debt_consolidation,0.07,CA,MORTGAGE,9000,660,8,19430,0,9 years,1
1316,4800,12,36,credit_card,0.13,MD,MORTGAGE,7083.33,680,21,44198,0,10+ years,1
54430,3000,12,36,major_purchase,0.15,FL,RENT,6333.33,680,13,8682,0,4 years,1
4691,17000,12,36,debt_consolidation,0.16,GA,MORTGAGE,5292,715,9,21441,1,10+ years,1
8716,12000,18,36,debt_consolidation,0.22,TX,MORTGAGE,5833.33,680,10,11074,3,2 years,1
88420,27575,19,60,home_improvement,0.11,MA,MORTGAGE,13125,670,16,25980,1,6 years,1
73164,5000,9,36,credit_card,0.21,CA,RENT,3000,715,4,12841,0,3 years,1
59593,9000,13,36,debt_consolidation,0.13,IL,RENT,3466.67,680,13,11103,0,7 years,1
12157,12000,13,60,car,0.21,FL,MORTGAGE,5683,730,15,21583,2,3 years,1
57551,16500,8,36,debt_consolidation,0.27,NY,RENT,4583.33,760,11,8176,1,1 year,1
2768,18000,12,36,debt_consolidation,0.22,OH,MORTGAGE,6000,745,16,23518,2,9 years,1
34282,30000,19,60,debt_consolidation,0.04,CA,MORTGAGE,5833.33,720,7,9249,0,7 years,1
55478,30000,21,60,debt_consolidation,0.11,NJ,RENT,7083.33,705,12,9121,0,10+ years,1
3362,10000,13,36,debt_consolidation,0.24,MN,RENT,3583.33,680,16,10193,0,2 years,1
88001,12000,16,36,credit_card,0.09,TX,MORTGAGE,10000,675,11,22312,1,10+ years,1
74388,10000,10,36,other,0.13,NY,RENT,4285.5,710,17,11724,0,< 1 year,1
46215,3800,15,36,debt_consolidation,0.23,CA,RENT,3666.67,670,11,13883,1,< 1 year,1
98493,18775,10,36,debt_consolidation,0.25,AZ,MORTGAGE,5850,715,20,27573,0,3 years,1
79371,7200,17,36,debt_consolidation,0.2,CA,RENT,2500,670,14,4539,1,< 1 year,1
31004,25450,14,60,credit_card,0.26,NC,RENT,4416.67,720,13,31828,2,3 years,1
14434,6000,11,36,small_business,0.21,NY,OWN,5750,705,18,21440,0,10+ years,1
28732,8000,6,36,home_improvement,0.1,OH,MORTGAGE,7250,760,6,4938,0,10+ years,1
41109,10000,14,36,debt_consolidation,0.17,OH,MORTGAGE,4083.33,675,15,6418,2,6 years,1
41813,4800,15,60,other,0.22,CO,RENT,3333,695,7,4147,2,3 years,1
75793,7000,12,36,debt_consolidation,0.12,MA,RENT,5166.67,675,12,10513,0,6 years,1
87367,9975,8,36,debt_consolidation,0.07,OH,MORTGAGE,5000,720,17,9773,2,5 years,1
59735,30075,23,60,debt_consolidation,0.22,WI,MORTGAGE,5083.33,680,17,20976,1,4 years,1
28642,10000,11,36,major_purchase,0.17,KY,MORTGAGE,8333.33,710,9,92399,0,10+ years,1
80359,30000,12,60,debt_consolidation,0.11,MA,MORTGAGE,5833.33,750,8,10787,0,10+ years,1
96479,16000,17,60,debt_consolidation,0.08,NY,RENT,4666.67,695,9,15200,0,10+ years,1
66710,21200,18,36,credit_card,0.31,CA,RENT,4500,675,15,17250,0,10+ years,1
12150,6500,8,36,other,0.02,KY,MORTGAGE,3208.33,805,5,269,0,10+ years,1
59160,19000,10,36,debt_consolidation,0.16,FL,RENT,3833.33,725,10,22033,1,7 years,1
2148,6500,12,36,debt_consolidation,0.09,NJ,RENT,1750,720,8,9317,1,6 years,1
100595,1500,21,36,other,0.14,TX,RENT,3583.33,685,7,4747,1,< 1 year,1
74460,24000,24,60,debt_consolidation,0.25,OK,MORTGAGE,11666.67,660,21,9733,3,10+ years,1
81422,20000,19,36,debt_consolidation,0.17,CA,RENT,8333.33,675,9,31870,2,< 1 year,1
39548,10000,13,36,credit_card,0.06,CA,MORTGAGE,4166.67,695,5,8899,2,10+ years,1
338,10000,9,36,credit_card,0,NJ,RENT,13750,730,5,45,0,2 years,1
71492,10000,11,60,debt_consolidation,0.16,WI,RENT,3250,795,5,11319,1,6 years,1
39989,9000,20,60,debt_consolidation,0.16,SC,MORTGAGE,4333.33,670,9,5015,0,6 years,1
7558,4200,11,36,debt_consolidation,0.07,TX,MORTGAGE,2750,685,12,4898,1,5 years,1
77844,6625,18,36,debt_consolidation,0.33,IL,RENT,2916.67,665,13,11369,0,1 year,1
36497,15000,16,36,house,0.04,AL,MORTGAGE,8833.33,680,6,113,3,8 years,1
33013,3825,14,36,debt_consolidation,0.25,CA,RENT,2495.83,670,8,4560,1,4 years,1
15538,4200,9,36,home_improvement,0.16,WA,MORTGAGE,7000,700,8,7167,0,10+ years,1
101027,17325,9,36,credit_card,0.18,IL,MORTGAGE,3333.33,725,17,11327,0,9 years,1
79542,25000,18,60,debt_consolidation,0.28,VA,MORTGAGE,8606.56,720,11,15210,3,5 years,1
25800,8000,17,36,debt_consolidation,0.19,CA,RENT,2083.33,695,4,20802,0,10+ years,1
87287,12000,7,36,debt_consolidation,0.12,NY,RENT,4416.67,765,12,4117,1,3 years,1
33228,5000,6,36,credit_card,0.16,TX,RENT,3125,765,11,4557,0,6 years,1
27391,14000,10,36,debt_consolidation,0.17,MD,RENT,4583.33,750,4,25,0,2 years,1
49367,30000,23,36,debt_consolidation,0.18,IL,RENT,8791.67,660,13,28012,2,6 years,1
93501,10750,9,36,debt_consolidation,0.06,FL,OWN,2750,765,5,4693,0,5 years,1
32119,24000,13,60,home_improvement,0.16,NC,MORTGAGE,8333.33,740,24,56984,0,n/a,1
70177,10000,15,36,debt_consolidation,0.2,OK,MORTGAGE,6041.67,670,7,6458,0,1 year,1
77324,16550,17,36,debt_consolidation,0.33,MN,MORTGAGE,4333.33,675,15,12163,1,10+ years,1
31805,3300,6,36,home_improvement,0.11,NC,MORTGAGE,2500,740,9,11144,0,2 years,1
84318,8000,14,36,debt_consolidation,0.21,NJ,OWN,3500,675,12,7498,0,1 year,1
27415,35000,17,60,debt_consolidation,0.17,LA,RENT,5416.67,745,5,39934,0,1 year,1
40866,14000,11,36,debt_consolidation,0.25,WA,RENT,3200,720,7,21214,1,5 years,1
91596,18000,9,60,debt_consolidation,0.05,OK,MORTGAGE,8333.33,755,8,5211,1,6 years,1
25235,10000,13,60,other,0.18,IL,RENT,2500,720,8,3822,2,8 years,1
32747,3600,17,36,vacation,0.13,NY,RENT,8750,670,8,51176,1,1 year,1
17370,12000,6,36,home_improvement,0.02,GA,MORTGAGE,8000,765,12,5193,0,2 years,1
71470,4200,20,60,other,0.29,NV,RENT,3166.67,660,16,7728,3,1 year,1
5062,4200,15,36,educational,0.15,CA,RENT,6333.33,665,11,15578,0,1 year,1
28205,11200,22,60,debt_consolidation,0.06,NY,RENT,5583.33,660,12,7952,2,10+ years,1
28976,15000,16,36,debt_consolidation,0.08,VA,RENT,4583,675,10,15821,0,2 years,1
25084,12100,12,36,small_business,0.25,TX,RENT,8750,755,10,1642,1,1 year,1
14156,14000,14,60,vacation,0.1,GA,RENT,3145.83,715,8,3449,0,< 1 year,1
25665,4900,6,36,home_improvement,0.07,VA,MORTGAGE,2666.67,770,5,3455,1,4 years,1
83794,19200,12,36,credit_card,0.3,TX,OWN,3583.33,715,11,29797,0,8 years,1
52698,8500,10,36,debt_consolidation,0.07,CA,MORTGAGE,5333.33,705,10,3432,0,10+ years,1
7255,12000,8,36,educational,0.15,CA,RENT,3333.33,760,8,1357,0,2 years,1
44426,21000,19,60,credit_card,0.14,IL,MORTGAGE,6000,680,10,17008,1,10+ years,1
24464,35000,18,60,home_improvement,0.06,NH,MORTGAGE,14000,715,7,3936,0,10+ years,1
86039,10000,12,36,credit_card,0.16,MI,OWN,3833.33,685,6,4734,0,10+ years,1
23944,10000,18,60,car,0.09,CA,RENT,4300,685,4,37,1,10+ years,1
86982,12000,18,36,debt_consolidation,0.09,CA,OWN,5746,660,12,9561,0,4 years,1
28231,12000,12,60,debt_consolidation,0.07,CA,RENT,4166.67,720,11,5934,0,4 years,1
13795,4000,7,36,moving,0.24,KY,RENT,3350,755,6,627,1,1 year,1
